idtaxon,nombre_comun,idioma,espreferente
352,Yesquera,Castellano,0.0
352,Manzanilla agria,Castellano,0.0
352,Faro,Castellano,0.0
352,Manzanilla alpina,Castellano,0.0
352,Gallinacea,Castellano,0.0
352,Flor de san juan,Castellano,0.0
352,Manzanilla de monte,Castellano,0.0
352,Manzanilla de la sierra,Castellano,0.0
352,Amaranto,Castellano,0.0
352,Tomilleja,Castellano,0.0
352,Manzanilla del campo,Castellano,0.0
352,Boja ramblera,Castellano,0.0
352,Perpetua,Castellano,0.0
352,Tomillo perruno,Castellano,0.0
352,Tomillo,Castellano,0.0
352,Meaperros,Castellano,0.0
352,Gallinaza,Castellano,0.0
352,Cagailla de mirla,Castellano,0.0
352,Manzanilla serrana,Castellano,0.0
352,Manzanilla borde,Castellano,0.0
352,Manzanilla de lastra,Castellano,0.0
352,Salpassa,Valenciano,0.0
352,carrasco bravo,Gallego,0.0
352,Hierba tripera,Altoaragonés,0.0
352,Mançanilla fina,Valenciano,0.0
352,Mançanilla de pastor,Valenciano,0.0
352,Botja escaçanella,Catalán,0.0
352,Mançanilla gorda,Valenciano,0.0
352,Mançanilla de montanya,Valenciano,0.0
352,Manzanilla romana,Valenciano,0.0
352,Mançanilla vera,Valenciano,0.0
352,Mançanilla la groga,Valenciano,0.0
352,betibizi,Euskera,0.0
352,Flor de la salpassa,Valenciano,0.0
352,Santjoans,Catalán,0.0
352,Sempreviva borda,Catalán,0.0
352,Semprevives d'hivern,Catalán,0.0
352,Sempreviure,Catalán,0.0
352,Camamilla de roca,Catalán,0.0
352,Flor de pasqua,Valenciano,0.0
352,Botja femetera,Valenciano,0.0
352,Flor de sant joan,Valenciano,0.0
352,Mançanilla amarga,Valenciano,0.0
352,Herba fematera,Valenciano,0.0
352,Joca-sapos,Valenciano,0.0
352,Camamirla borda,Catalán,0.0
352,Semprevives,Catalán,0.0
352,Mançanella,Valenciano,0.0
352,Siempreviva,Castellano,0.0
352,Éternelle,Francés,0.0
352,Mançanilla borda,Catalán,0.0
352,Flor de sant pere,Catalán,0.0
352,Botja,Valenciano,0.0
352,Camamilla,Valenciano,0.0
352,Camamilló,Mallorquín,0.0
352,Herba florida tot l'any,Catalán,0.0
352,Manzanilla,Valenciano,0.0
352,Botja de sant joan,Catalán,0.0
352,Botges,Valenciano,0.0
352,Camamilla borda,Mallorquín,0.0
352,Manzanilla fina,Altoaragonés,0.0
352,Botja blanca,Catalán,0.0
352,Herba de san pere,Catalán,0.0
352,Flor de tots sants,Catalán,0.0
352,Flor viva,Catalán,0.0
352,Mançanilleta,Mallorquín,0.0
352,Perpètua,Catalán,0.0
352,Maniçanilla,Catalán,0.0
352,Ajoca-sapos,Valenciano,0.0
352,Flor de san joan,Catalán,0.0
352,Herba de sant joan,Valenciano,0.0
352,Santperes,Catalán,0.0
352,Floreta de pasqua,Valenciano,0.0
352,Manzanillón,Castellano,0.0
352,Mançanilla,Valenciano,0.0
352,Manzanetas,Altoaragonés,0.0
352,Flor de corpus,Catalán,0.0
352,Manzanilla amarga,Valenciano,0.0
352,Sempreviva,Valenciano,0.0
352,Siempreviva,Castellano,1.0
385,Ajerno,Castellano,0.0
385,Bojo,Castellano,0.0
385,Naranjero salvaje,Castellano,0.0
385,Ajerno,Castellano,1.0
405,Sebina,Castellano,0.0
405,Cedro canario,Castellano,0.0
405,Enebro canario,Castellano,0.0
405,Cedro,Castellano,0.0
405,Cedro canario,Castellano,1.0
469,Borriza de cumbre,Castellano,0.0
469,Borriza del Teide,Castellano,1.0
472,Socorrell,Catalán,0.0
472,Gatovell,Catalán,0.0
472,Sacorrell restinyós,Catalán,0.0
472,Sacorrell,Mallorquín,0.0
472,Sacorrell revellut,Catalán,0.0
472,Socarrell ver,Catalán,0.0
472,Sacorrell femella,Catalán,0.0
472,Socarrell,Valenciano,0.0
477,Laurel dulce,Castellano,0.0
477,Laurel amarillo,Castellano,0.0
477,Loro baguero,Castellano,0.0
477,Baga,Castellano,0.0
477,Loro,Castellano,0.0
477,Yesca,Castellano,0.0
477,Lujo,Castellano,0.0
477,Loro yesquero,Castellano,0.0
477,Laurel,Castellano,0.0
477,Laurel canario,Castellano,1.0
480,Saladina,Castellano,1.0
481,Saladina,Castellano,1.0
482,Saladina,Castellano,1.0
483,Saladina,Castellano,1.0
484,Siempreviva,Castellano,0.0
484,Perpetua de mar,Castellano,0.0
484,Siempreviva hojacol,Castellano,1.0
485,Saladina,Castellano,1.0
487,Ensopegall de Peñiscola,Catalán,0.0
487,Saladilla de Peñíscola,Castellano,0.0
487,Ensopeguera d’Irta,Castellano,1.0
488,Siempreviva de costa,Castellano,0.0
488,Siempreviva de Tejeleche,Castellano,1.0
546,Narciso de Sierra Nevada,Castellano,0.0
546,Narciso de Villafuerte,Castellano,0.0
546,Azucena silvestre,Castellano,0.0
546,Narciso,Castellano,1.0
547,Narciso de Villafuerte,Castellano,0.0
547,Narciso de Sierra Nevada,Castellano,1.0
556,Azabuche,Castellano,0.0
556,Baguero,Castellano,0.0
556,Cebuchero,Castellano,0.0
556,Olivo,Valenciano,0.0
556,Aceituno,Castellano,0.0
556,Sebuchero,Castellano,0.0
556,Zabuche,Castellano,0.0
556,Zauchero,Castellano,0.0
556,Acebuchero,Castellano,0.0
556,Acebuche,Castellano,0.0
556,Chaparro,Castellano,0.0
556,Asabuche,Castellano,0.0
556,Oliva,Mallorquín,0.0
556,Olivo salvaje,Castellano,1.0
631,Pulicaria purpuraria,Castellano,1.0
661,Brochera de cumbre,Castellano,0.0
661,Santolina,Latín,0.0
661,Abrótano menor,Castellano,1.0
663,Manzanilla de la sierra,Castellano,0.0
663,Manzanilla serrana,Castellano,0.0
663,Manzanilla dulce,Castellano,0.0
663,Manzanilla de Gredos,Castellano,0.0
663,Santolina,Latín,0.0
663,Manzanilla,Valenciano,0.0
663,Manzanilla de Gredos,Castellano,1.0
665,Abrótano macho,Castellano,0.0
665,Brochera pegajosa,Castellano,0.0
665,Campanillas,Castellano,1.0
694,Rabo cordero,Castellano,0.0
694,Yerba cordero,Castellano,0.0
694,Rabo de cordero,Castellano,0.0
694,Florío,Castellano,0.0
694,Yerba amarilla,Castellano,0.0
694,Flor amarilla,Castellano,0.0
694,Peorrea,Castellano,0.0
694,Pajito,Castellano,0.0
694,Peorrera,Castellano,0.0
694,Flor amarilla,Castellano,1.0
751,Tajadora,Castellano,0.0
751,Oreja de burro,Castellano,0.0
751,Oreja de gato,Castellano,0.0
751,Tajora de risco,Castellano,0.0
751,Tajora,Castellano,0.0
751,Oreja de burro,Castellano,1.0
791,bitxingurai,Euskera,0.0
791,Timó mascle,Valenciano,0.0
791,Herba cuquera,Valenciano,0.0
791,polio,Castellano,0.0
791,Poliol,Valenciano,0.0
791,Zamarrilla,Castellano,0.0
791,poleo montano,Castellano,1.0
792,Diente de león,Castellano,1.0
831,Bejeque amarillo,Castellano,0.0
831,Bejeque farrobo,Castellano,0.0
831,Farroba,Castellano,0.0
831,Potera,Castellano,0.0
831,Alfarroba,Castellano,1.0
839,Barbusano negro,Castellano,1.0
840,Magarza,Castellano,0.0
840,Magarza de Tábano,Castellano,1.0
844,Salviablanca de Amagro,Castellano,1.0
848,Esparraguera de monteverde,Castellano,0.0
848,Esparraguera de monte,Castellano,0.0
848,Esparraguera,Castellano,0.0
848,Esparragera,Castellano,1.0
850,Pajito,Castellano,0.0
850,Magarza de Winter,Castellano,0.0
850,Margarita de Jandía,Castellano,1.0
853,Rosal fino,Castellano,1.0
855,Piña de mar,Castellano,0.0
855,Piñamar Mayor,Castellano,0.0
855,Cardo enrejado,Castellano,0.0
855,Cancelillo,Castellano,0.0
855,Cabezuela marina,Castellano,1.0
861,Rosal del guanche,Castellano,0.0
861,Rosalito del guanche,Castellano,0.0
861,Bencomia de cumbre,Castellano,1.0
862,Bencomia herreña,Castellano,0.0
862,Rosalito de risco,Castellano,0.0
862,Bencomia,Castellano,1.0
863,Saladillo de risco,Castellano,1.0
864,Cuchillera ancha,Castellano,1.0
866,Cardoncillo gomero,Castellano,0.0
866,sayón,Castellano,0.0
866,Cardoncillo,Castellano,0.0
866,Dedo santo,Castellano,0.0
866,Cardoncillo de Adeje,Castellano,0.0
866,Berode macho,Castellano,1.0
868,Centaurea,Castellano,0.0
868,Cabezón de las Nieves,Castellano,0.0
868,Cabezón,Castellano,1.0
871,Cabezón de Taganana,Castellano,0.0
871,Cabezón,Castellano,1.0
874,Cabezón,Castellano,0.0
874,Cabezón de Gran Canaria,Castellano,1.0
876,Cabezón de Güígüí,Castellano,0.0
876,Cabezón de Güi-Güí,Castellano,0.0
876,Cabezón de Güi-Güi,Castellano,0.0
876,Centaurea rosada,Castellano,0.0
876,Cabezón rosado,Castellano,0.0
876,Cabezón,Castellano,1.0
877,Cabezón de Teneguía,Castellano,0.0
877,Centaurea,Castellano,0.0
877,Cabezón,Castellano,1.0
878,Centaurea de Metlesic,Castellano,0.0
878,Cabezón de Añavingo,Castellano,0.0
878,Cabezón,Castellano,1.0
881,Enreaera,Castellano,0.0
881,Corregüelón de Famara,Castellano,0.0
881,Corregüela de Famara,Castellano,1.0
884,Enredadera,Altoaragonés,0.0
884,Corregüelón voluble,Castellano,1.0
887,Colderrisco de La Aldea,Castellano,0.0
887,Col de Risco,Castellano,1.0
894,Mostaza de Guayedra,Castellano,0.0
894,Mostaza de risco,Castellano,0.0
894,Pajonera,Castellano,0.0
894,Hierba pajonera,Castellano,0.0
894,Mostaza de Guayedra,Castellano,1.0
895,Trébol de risco,Castellano,0.0
895,Trébol de risco de Broussonet,Castellano,1.0
896,Trébol de risco rosado,Castellano,0.0
896,Trébol de risco,Castellano,1.0
899,Tajinaste azul,Castellano,0.0
899,Tajinaste de monte,Castellano,0.0
899,Taginaste gomero,Castellano,0.0
899,Tajinaste rosado,Castellano,0.0
899,Taginaste gomero,Castellano,1.0
900,Taginaste,Castellano,0.0
900,Taginaste azul,Castellano,0.0
900,Taginaste azul de Gran Canaria,Castellano,1.0
902,Tajinaste de Jandía,Castellano,0.0
902,Taginaste de Jandía,Castellano,0.0
902,Tajinaste azul de Jandía,Castellano,0.0
902,Taginaste azul de Jandía,Castellano,1.0
903,Herba da agulla,Gallego,0.0
903,cargola marítima,Catalán,0.0
903,Agulleira,Castellano,1.0
907,Tabaiba dulce,Castellano,0.0
907,Tabaiba de monte,Castellano,0.0
907,Tabaiba amarilla de Tenerife,Castellano,0.0
907,Tabaiba amarilla de La Gomera,Castellano,0.0
907,Tabaiba amarilla,Castellano,1.0
908,Tabaiba macha,Castellano,0.0
908,Tabaiba,Castellano,0.0
908,Tabaiba de Bravo,Castellano,1.0
909,Cardoncillo,Castellano,0.0
909,Cardón peludo,Castellano,0.0
909,Cardón de Jandía,Castellano,1.0
910,Filga,Castellano,0.0
910,Tabaiba de monte,Castellano,0.0
910,Tabaiba silvestre,Castellano,0.0
910,Tabaiba de Monteverde,Castellano,0.0
910,Adelfa de monte,Castellano,1.0
913,Retamón palmero,Castellano,0.0
913,Retamón,Castellano,1.0
915,Turmero peludp,Castellano,0.0
915,Turmero peludo,Castellano,0.0
915,Jarilla peluda,Castellano,1.0
916,Mosquera de Tirajana,Castellano,0.0
916,Mata de risco,Castellano,1.0
918,Jarilla de Inagua,Castellano,1.0
920,Jarilla de La Ladera,Castellano,0.0
920,Jarilla de Agache,Castellano,0.0
920,Jarilla,Castellano,1.0
924,Malfurada de manantial,Castellano,0.0
924,Cruzadilla de naciente,Castellano,0.0
924,Malfurado de manantial,Castellano,0.0
924,Cruzadilla de naciente,Castellano,1.0
925,Lechuguilla de El Fraile,Castellano,0.0
925,Lechuga de puerco,Castellano,1.0
935,Siempreviva gigante,Castellano,0.0
935,Siempreviva,Castellano,1.0
940,Siempreviva,Castellano,0.0
940,Siempreviva imbricada,Castellano,1.0
941,Siempreviva,Castellano,0.0
941,Siempreviva de Anaga,Castellano,1.0
942,Siempreviva de Borgeau,Castellano,0.0
942,Siempreviva Famara,Castellano,0.0
942,Siempreviva,Castellano,0.0
942,Siempreviva Famara,Castellano,1.0
943,Siempreviva,Castellano,0.0
943,Ssiempreviva de Sabinosa,Castellano,0.0
943,Siempreviva herreña,Castellano,0.0
943,Siempreviva herreña,Castellano,1.0
944,Siempreviva lunaria,Castellano,0.0
944,Siempreviva,Castellano,1.0
945,Siempreviva,Castellano,0.0
945,Siempreviva de Fariones,Castellano,1.0
946,Siempreviva,Castellano,0.0
946,Siempreviva de Benchijigua,Castellano,1.0
947,Siempreviva de Guelgue,Castellano,0.0
947,Siempreviva,Castellano,1.0
948,Siempreviva de Amagro,Castellano,0.0
948,Siempreviva azul,Castellano,0.0
948,Siempreviva,Castellano,1.0
951,Mata parda,Castellano,0.0
951,Corazoncillo de Arinaga,Castellano,1.0
952,Pico paloma,Castellano,0.0
952,Lotus,Latín,0.0
952,Picopaloma,Castellano,0.0
952,Pico de paloma,Castellano,0.0
952,Hierba de plata,Castellano,1.0
953,Corazoncillo de Andén Verde,Castellano,0.0
953,Cuernecillo,Castellano,0.0
953,Trébol de risco,Castellano,0.0
953,Corazoncillo del Andén Verde,Castellano,0.0
953,Corazoncillo,Castellano,0.0
953,Coranzoncillo de Andén Verde,Castellano,1.0
954,Pico de cernícalo,Castellano,0.0
954,Picocernícalo,Castellano,0.0
954,Pico cernícalo,Castellano,1.0
956,Hierbamuda,Castellano,0.0
956,Loto de Kunkel,Castellano,0.0
956,Yerbamuda de Jinámar,Castellano,0.0
956,Cuernecillo de costa,Castellano,1.0
957,Pico de paloma,Castellano,0.0
957,Pico paloma,Castellano,0.0
957,Pico de El Sauzal,Castellano,1.0
958,"Pico de fuego, cienfuegos",Castellano,0.0
958,Pico de Fuego,Castellano,0.0
958,Corazoncillo,Castellano,0.0
958,Cienfuegos,Castellano,1.0
959,Corazoncillo de Gran Canaria,Castellano,1.0
962,Tomillo del pinar,Castellano,0.0
962,Tomillón,Castellano,0.0
962,Tomillón de Tamadaba,Castellano,1.0
969,Tahaboyre rosado,Castellano,0.0
969,Garbancillo,Castellano,0.0
969,Taboire de Jandía,Castellano,1.0
970,Cardo,Castellano,0.0
970,Cardo de Tenteniguada,Castellano,1.0
975,Flor de mayo leñosa,Castellano,1.0
976,Pinillo llantén,Castellano,0.0
976,Pinillo de Famara,Castellano,1.0
977,Saquitero,Castellano,0.0
977,Sacatero,Castellano,0.0
977,Delfino,Castellano,0.0
977,Coderno,Castellano,0.0
977,Delfino,Castellano,1.0
978,Cardo abilense,Castellano,1.0
980,Herba del mal gra,Catalán,0.0
980,Herba de mal gra,Catalán,0.0
980,Ranúnculo de Muniellos,Castellano,0.0
980,Botón de nieve,Castellano,1.0
983,Ruda salvaje,Castellano,0.0
983,Ruda gomera,Castellano,0.0
983,Jirdano macho,Castellano,1.0
987,Bella de risco,Castellano,0.0
987,Flor de risco,Castellano,0.0
987,Fistulera de Gran Canaria,Castellano,0.0
987,Fistulera de Gran Canaria,Castellano,1.0
988,Hiedra de jardín,Castellano,0.0
988,Mikania,Castellano,0.0
988,Hiedra alemana,Castellano,0.0
988,Hiedra alemana,Castellano,1.0
1004,"Chajorra de Tamaimo, salvia blanca",Castellano,0.0
1004,Chajorra de Tamaimo,Castellano,0.0
1004,Salvia blanca,Castellano,0.0
1004,Chahorra,Castellano,1.0
1005,Salvia blanca de Doramas,Castellano,0.0
1005,Chahorra de monte,Castellano,0.0
1005,Salvia marilla,Castellano,0.0
1005,Salviablanca de Doramas,Castellano,0.0
1005,Salvia amarilla,Castellano,0.0
1005,Chagorra de monte,Castellano,1.0
1006,Chajorra de Adeje,Castellano,1.0
1007,Chajorra de Aluce,Castellano,0.0
1007,Chajorra,Castellano,0.0
1007,Tajora,Castellano,0.0
1007,Chahorra,Castellano,1.0
1008,Chahorra,Castellano,0.0
1008,Chajorra nervuda,Castellano,1.0
1009,Chagorra de risco,Castellano,0.0
1009,Salvia de risco,Castellano,0.0
1009,Chagorra,Castellano,0.0
1009,Yerba de risco,Castellano,0.0
1009,Salviarrisco,Castellano,1.0
1010,Fulles peludes,Catalán,0.0
1010,Orella de gos,Catalán,0.0
1010,Salvia,Castellano,0.0
1010,Orella de gat,Catalán,0.0
1010,Fulla peluda,Catalán,0.0
1010,Salviablanca de Ayagaures,Castellano,1.0
1011,Azeviño,Castellano,0.0
1011,Acebiña,Castellano,0.0
1011,Carisco,Castellano,0.0
1011,Aceviño,Castellano,0.0
1011,Acebiño,Castellano,0.0
1011,Cárisco,Castellano,0.0
1011,Acebiño,Castellano,1.0
1014,Escobilla de Masca,Castellano,0.0
1014,Escobilla,Castellano,1.0
1016,Melera,Valenciano,0.0
1016,Cresta de Gallo,Inglés,0.0
1016,Crestagallo,Castellano,1.0
1028,Pie risco,Castellano,0.0
1028,Flor de risco,Castellano,0.0
1028,Flor de risco,Castellano,1.0
1029,Siempreviva,Castellano,1.0
1035,Hierba conejera,Castellano,0.0
1035,Canutillo del Teide,Castellano,1.0
1037,Tomatito,Castellano,0.0
1037,Rejalgadera,Castellano,0.0
1037,Rejalgadera,Castellano,1.0
1043,Retamón,Castellano,0.0
1043,Gildana de Anaga,Castellano,1.0
1044,Gildana de Los Silos,Castellano,1.0
1047,Lechuguilla de Teno,Castellano,1.0
1052,C¡ardo blanco,Castellano,0.0
1052,Cardomanso de Bolle,Castellano,1.0
1055,Anís de Jandía,Castellano,1.0
1056,Hija de Don Enrique,Castellano,0.0
1056,Lechugón de Sventenius,Castellano,0.0
1056,Cerraja de Don Enrique,Castellano,1.0
1060,Ajafo,Castellano,0.0
1060,Leña noel,Castellano,0.0
1060,Leña santa,Castellano,0.0
1060,Escobón,Castellano,0.0
1060,Leñanoel,Castellano,0.0
1060,Lafo,Castellano,0.0
1060,Retamón,Castellano,0.0
1060,Jafo,Castellano,0.0
1060,Ligno aloe,Castellano,0.0
1060,Palo de rosa,Castellano,0.0
1060,Leñanoel,Castellano,1.0
1062,Col de risco herreña,Castellano,0.0
1062,Col de Risco,Castellano,0.0
1062,Colderrisco grancanaria,Castellano,1.0
1066,Siempreviva,Castellano,1.0
1074,Aquilea amarilla,Castellano,1.0
1081,Cacto acanalado,Castellano,0.0
1081,Reina de la noche,Castellano,0.0
1081,Cacto acanalado,Castellano,1.0
1088,Bea,Castellano,0.0
1088,Pell de llimona,Mallorquín,0.0
1088,Crásula,Castellano,0.0
1088,Crásula rosada,Castellano,0.0
1088,Crásula,Castellano,1.0
1089,Cerreig d'arròs,Valenciano,0.0
1089,Cola de caballo,Euskera,0.0
1089,Herba de lladre de prat,Mallorquín,0.0
1089,Cerreig de la creuta,Valenciano,0.0
1089,Peu de gall,Valenciano,0.0
1089,Panissola,Valenciano,0.0
1089,Xereix de pota de gall,Valenciano,0.0
1089,Mijera,Euskera,0.0
1089,Peu de gallina,Valenciano,0.0
1089,Cerreig de pota de gall,Valenciano,0.0
1089,Serret negre,Mallorquín,0.0
1089,Pota de gallina,Valenciano,0.0
1089,Serreig,Catalán,0.0
1089,Pota de gall,Valenciano,0.0
1089,Cerreig de la ribera,Valenciano,0.0
1089,Mill,Catalán,0.0
1097,Common Pricklypear,Inglés,0.0
1097,Tuna,Inglés,0.0
1097,Chumbera,Castellano,1.0
1099,Grama,Euskera,0.0
1099,Canyota,Catalán,0.0
1099,Panizo,Castellano,0.0
1099,Gram d’aigua,Catalán,0.0
1099,Grama de agua,Castellano,0.0
1099,Millo cubano,Castellano,0.0
1099,Hierba cubana,Castellano,0.0
1099,Gramón,Castellano,0.0
1099,Hierba bana,Castellano,0.0
1099,Gram de riera,Catalán,0.0
1099,Gram d'aigo,Mallorquín,0.0
1099,Grama de agua,Castellano,1.0
1101,Malva rosa,Catalán,0.0
1101,Malvarrosa,Castellano,0.0
1101,Malvarosa,Castellano,0.0
1101,Malvarrosa,Castellano,1.0
1172,Espirradera,Castellano,0.0
1172,Mato de tos,Castellano,0.0
1172,Espirrones,Castellano,0.0
1172,Mato blanco,Castellano,0.0
1172,Hierba blanca,Castellano,0.0
1172,Tojia,Castellano,0.0
1172,Mato catarro,Castellano,0.0
1172,Gurman,Castellano,0.0
1172,Espirrón,Castellano,0.0
1172,Peorrera,Castellano,0.0
1172,Estornilladora,Castellano,0.0
1172,Cenizo,Castellano,0.0
1172,Yerba blanca,Castellano,0.0
1172,Ramo blanco,Castellano,0.0
1172,Gurman peludo,Castellano,0.0
1172,Cenizo,Castellano,1.0
1175,Balbusano,Castellano,0.0
1175,Vergasco,Castellano,0.0
1175,Bergusano prieto,Castellano,0.0
1175,Barbuzano,Castellano,0.0
1175,Bergasco,Castellano,0.0
1175,Barbusano,Castellano,0.0
1175,Barbusano,Castellano,1.0
1180,Margarita,Castellano,0.0
