ID_Ruta,Nombre_Ruta,Nombre_etapa,Longitud,Descripcion,nombre_ingles,CCAA,Provincia
800,SA Faja de las Olas - Principal,,,"Cuando llegamos al collado de Arrablo, seguimos el sendero a la izquierda que bordea la cabecera del barranco y asciende en dirección nordeste hacia el extremo de la Punta de las Olas (3.022 m). El sendero llega hasta un desvío a la izquierda utilizado para subir a los picos de la Punta de las Olas y Soum de Ramond o Pico Añisclo, poco antes de girar hacia el norte para enfilar la Faja de las Olas. Es el trayecto más aéreo y peligroso, en el que superaremos tres tramos sucesivos equipados con cadena pasamanos. El primero, de unos 22 metros, empieza en la trepada de acceso a la canal y va seguido de un segundo tramo horizontal con 8 metros de cadena. A unos cinco minutos de recorrido encontramos el tercer tramo equipado, una treintena de metros de cadena en el suelo, sobre una pendiente rocosa en la que se forma en invierno una pronunciada pala de nieve, y que en verano puede resultar peligrosamente resbaladiza.  Nos movemos en una cota de 2.700 m de altitud y hay que insistir en la extremada peligrosidad del recorrido,  totalmente desaconsejable con hielo o nieve. Tras los tramos equipados, la ruta desciende hacia el cruce de caminos de la collata de los Maquis y sigue perdiendo altura hasta llegar al collado de Añisclo. ",,Aragón,Huesca
801,SA Barranco Pardina - Principal,,,"Desde el Camino de las Cutas tomamos el desvío que se adentra en la zona de pastizales y recorremos medio kilómetro de pista hasta el refugio de la Casa del Puerto o de Cuello Arenas, descartando antes desvíos a mano izquierda y derecha. Tras el refugio está la cabecera del barranco Pardina, al que descendemos siguiendo una senda de montaña, por terreno pedregoso y despejado de vegetación. Recorremos una de las bifurcaciones de la cabecera para girar pronto a la derecha y enfilar el barranco hacia Añisclo. El itinerario en su parte intermedia discurre en parte por el mismo fondo del barranco, cruzando el cauce en distintas ocasiones. En el último tramo de la ruta nos encaminamos dentro del hayedo por una plataforma muy estrecha hasta llegar a una fuerte bajada de 200 metros de desnivel, muy erosionada. ",,Aragón,Huesca
802,SP Bestué a Escuaín - Principal,,,"Entramos a Bestué por la calle de la Carretera hasta la plaza, donde encontraremos un panel interpretativo y los indicadores del GR 15, señalizado como Sendero Turístico de Aragón. Los seguimos por la calle que tomamos a nuestra derecha. Nos encaminan hacia el norte por un sendero que a unos 200 m describe una curva también a la derecha, pasa junto a las ruinas de la ermita de San Juan y asciende por la divisoria hacia la pista de Plana Canal, bajo la que discurre hasta su encuentro a la altura del desvío a la ermita de San Miguel (km 1,8). Seguimos por la pista durante unos 2 km y la abandonamos desviándonos a la derecha, tras cruzar un barranco, para ascender por la ladera más despejada de vegetación hacia la Collata Ratón (1.688 m de altitud, km 4,4) y el límite del Parque Nacional, que no rebasamos. Desde allí, iniciamos el descenso hacia Escuaín por rampas herbosas. Pasamos junto al manantial del Ratón y, dejando a nuestra derecha Peña L’Ombre y la sucesión de picos que culminan en el Castiello Mayor (2.014 m), nos internamos en un frondoso pinar (km 5). Lo atravesamos en fuerte pendiente hasta salir a una zona de campos abandonados y nos encontrarnos con la pista que lleva a Cuello Viceto y por la que discurre el sendero de La Valle (SA 10). La tomamos a la derecha para seguir bajando hasta el encuentro con la pista asfaltada que sube de Puértolas hasta el núcleo urbano de Escuaín.",,Aragón,Huesca
803,SA Senda de los Cazadores - Principal,,,"El primer medio kilómetro de la ruta recorre los alrededores de la Pradera de Ordesa siguiendo una estrecha pista de uso restringido. Cruzamos el río Arazas y continuamos hasta el desvío de los senderos de Turieto (SA 20), y el sendero de Soaso (SIA 4) por la margen izquierda del valle. Nos internamos en el bosque y cuando llevamos recorrido apenas medio kilómetro se inicia la dura subida de la Senda de los Cazadores hasta el mirador de Calcilarruego. Superamos el fuerte desnivel por medio de continuas curvas y contra curvas. El camino se hace algo más tortuoso al pasar por una canal. Llegamos al cruce de enlace con el sendero de la Faja Pelay (1 hora 35 minutos, altitud 1.880 m), que a la derecha nos llevaría hacia Cuello Diazas. Seguimos a la izquierda en fuerte pendiente, rebasamos otro cruce de caminos y llegamos al refugio de madera y al mirador de Calcilarruego. Las estupendas vistas premian nuestro esfuerzo.",,Aragón,Huesca
804,SP Selva Pochas - Principal,,,"Iniciamos el camino desde la misma ermita de Nuestra Señora de Pineta, a través del bien conservado hayedo de la Selva Pochas. Otras especies arbóreas como abetos y pinos acompañan nuestro caminar. Seguimos en todo momento las marcas blancas y rojas del sendero GR 11 Senda Pirenaica (etapa refugio de Pineta-Parzán). Cuando salimos del bosque nos encontramos con la pista de La Larri, que asciende en cerradas lazadas hacia los llanos. Nuestra ruta ataja el itinerario de la pista, ascendiendo más directa hasta la pradera del glaciar colgado de La Larri, donde encontramos la cabaña ganadera que ofrece refugio. El GR 11 continúa por el barranco hacia Pietramula, Chisagüés y Parzán. La Larri ofrece unas vistas panorámicas de gran belleza. Regresamos por el mismo camino o siguiendo la pista que nos acerca enseguida a las cascadas de La Larri y conduce hasta el aparcamiento de Pineta.",,Aragón,Huesca
805,SA Cotatuero - Principal,,,"Rebasada la Pradera de Ordesa, el sendero de Soaso (SIA 4) nos lleva enseguida hasta el cruce de la imagen de la Virgen del Pilar, donde nos desviamos a la izquierda para iniciar esta ruta en dirección norte. Es un camino ancho, claro y marcado en todo su tramo inicial, que se interna en un denso bosque. Con el sonido de fondo de los saltos de agua, el sendero asciende hasta una cabaña de madera tras la que encontramos un primer cruce (1,7 km desde el inicio, 1.745 m de altitud) que a la derecha conduce a la pasarela de Cotatuero y a la Faja Canarellos. Avanzando entre pinos, la ruta traza ahora varias apretadas lazadas dejando a la izquierda el desvío a la Faja Racón y enderezándose en dirección a la cascada.  Llegamos ahora a la pared rocosa desde la que, a sólo 200 m del sendero, se descuelga la cascada o Churro Cotatuero. Las clavijas de Cotatuero (2,7 km, 1.970 m de altitud) son uno de los puntos emblemáticos y el más peligroso de esta travesía, acondicionado para poder salvarlo con más de una treintena de clavijas, barrones y sirga de seguridad en todo el recorrido. Es un hito con historia, equipado por primera vez ya en 1881. Afrontamos una canal vertical de acceso de unos 20 m de recorrido, equipado con grapas y clavijas de reunión para poder instalar cuerdas y asegurarse (arnés, cabo de anclaje con disipador y casco). A partir de aquí, seguimos por un paso horizontal, muy expuesto en sus tramos inicial y final, sobre repisa rocosa equipada con sirga para asegurarse, clavijas y barrones para progresar. Todavía encontraremos otros pasos estrechos y aéreos en nuestro camino, menos expuestos que el que acabamos de superar.  Tras pasar las clavijas de Cotatuero accedemos al circo, junto a la cabecera de la cascada. Dejamos atrás la zona de prados para desde allí afrontar una pendiente pedregosa y dura que asciende hacia el oeste, cruza un barranco y continúa hasta situarnos en los llanos de Mondarruego. Pronto llegamos a un cruce de caminos (4,2 km, 2.350 m) del que nace a mano izquierda el afamado sendero de la Faja de las Flores (SA 32), que contornea el pico Gallinero (2.746 m). La ruta progresa entre esta cima y la del Pico Blanco (2.916 m), ubicadas al oeste, y las del Descargador o Millaris (2.619 m) y el Tozal de la Plana (2.624 m), al este. Continuamos por tramo más bien llano que gira hacia el este y luego enfila al norte hacia las Planas de Narziso, terreno propicio a la acumulación de aguas y nieves. Llegamos a un cortado, que salvamos con precaución para atacar después el último tramo de la ruta por terreno de alta montaña. Es una empinada y descompuesta subida en la que el sendero puede desdibujarse entre los bloques y caos de piedras y bajo la nieve, presente hasta bien entrada la temporada veraniega. Llegamos así a la conocida Brecha de Rolando (8,52 km, 2.807 m), corte de la cresta caliza y frontera con Francia, que ofrece amplias vistas hacia las dos vertientes. Allí nos encontramos con el final de otras dos rutas del Parque Nacional, el sendero de Carriata (SA 18), que lleva hasta Casa Oliván, y el sendero Brecha de Rolando (SA 19) que conduce hasta el refugio de Góriz.",,Aragón,Huesca
806,SA Collado de Añisclo - Principal,,,"Desde la caseta de información de Pineta, iniciamos el camino señalizado por pista y senda peatonal, siguiendo el curso del Cinca por su margen derecha hasta el encuentro con el segundo ramal (2,5 km) que viene del refugio de Pineta o Ronatiza. Si ése ha sido nuestro punto de partida, habremos vadeado el Cinca para cubrir un primer tramo de la ruta casi llano y sin desgaste físico. Las fuerzas las necesitaremos a partir de ahora para afrontar el inclinado sendero que arranca junto a una pequeña cascada (2,5 km, altitud 1.260 m) y se interna en un apretado bosque de pinos y hayas. El camino cruza el barranco de las Fayetas y desde allí progresa en diagonal sobre la ladera, en fuerte pendiente. Con la altura predominan las hayas y la vegetación se aclara. El camino afronta un tramo más duro y gira casi en redondo para llegar hasta el sendero de la Faja Tormosa (SA 28, 5 km, altitud 1.915 m), que se inicia a la derecha.  Cerca del cruce, la senda pasa junto a una fuente, serpentea por un tramo de pedreras, empinado y agreste superando algunos resaltes que invitan a buscar apoyo con las manos. Evolucionamos sobre terreno muy erosionado hasta llegar al Collado de Añisclo (6,6 km, altitud 2.453 m), donde la ruta enlaza con el sendero de Añisclo (SA 1), y el sendero de la Faja de las Olas (SA 8). ",,Aragón,Huesca
807,SP Puerto de Fanlo - Principal,,,"Iniciamos la ruta en el extremo Norte del casco urbano de Fanlo, junto a la caseta de la Oficina de Turismo y al pie de la carretera que enlaza Sarvisé y Escalona. Allí tomamos el camino que conduce hacia Cuello Arenas siguiendo el sendero PR-HU 183, dejando a nuestra izquierda el sendero que lleva a Torla (SP 13). Pronto dejamos a nuestra izquierda un desvío que lleva a las ruinas de la ermita de San Pelay y, tras recorrer el primer kilómetro, llegamos a la intersección con el sendero del Lomar (SP 6) en el cruce de Cuellorobrico.  El camino inicia un suave y continuado ascenso hacia Punta Cazuala (1.552 m) por la ladera derecha del barranco, por el viejo camino de herradura que lleva hasta Góriz pasando por Cuello Arenas. Al llegar a la partida de Los Cubilares y antes de cruzar el barranco de La Lera encontramos a nuestra derecha el ramal que remonta el barranco y enlaza con el sendero de Las Cutas (SP 12), que lleva los miradores de Ordesa. El ramal tiene una longitud de 1,4 km y supera 260 m de desnivel positivo.  Seguimos ladeando hasta llegar al encuentro con el sendero de Las Cutas que viene de Nerín (4,6 km, 1.810 m de altitud), con el que compartimos trazado durante un kilómetro hasta llegar al cruce de Cuello Arenas, final de la ruta. Disfrutamos de las vistas de Monte Perdido.",,Aragón,Huesca
808,SA Sercué - Principal,,,"El tramo inicial de la ruta coincide con el comienzo del sendero de Añisclo (SA 1). Tal y como describimos en la ficha correspondiente, desde el aparcamiento de la Ereta de Biés, junto a la carretera del cañón de Añisclo, caminamos hasta el puente de San Úrbez para cruzar el río Bellós y dirigirnos hacia el santuario rupestre por el trazado del sendero GR 15. Seguimos el cómodo camino que remonta el cañón hasta cruzar a su margen derecha por el puente de Sangons. Iniciamos entonces una suave subida que nos lleva pronto a una bifurcación del sendero. La tomamos a la izquierda para seguir por el GR 15 hacia Sercué, abandonando el fondo del desfiladero.  El camino presenta ahora mayor pendiente y asciende a través del bosque por la vertiente izquierda de la canal de la Escalialla hasta el Portiello (1.196 m), un mirador natural que ofrece excelentes vistas del cañón de Añisclo. Desde allí recorremos un tramo bastante llano en dirección oeste para adentrarnos en la aldea de Sercué, que conserva iglesia románica del siglo XIII dedicada a san Martín. El GR 15 sigue su trazado por la pista de acceso a Sercué pero nosotros lo abandonamos en el mismo pueblo para seguir el sendero que, desde la parte baja del caserío, desciende entre vegetación arbustiva el barranco Mosquera, en dirección noroeste, para cruzarlo y continuar por su margen derecha recorriendo la base del alto de la Coroneta Castellar. La ruta nos lleva claramente hacia el río Aso. Descartaremos un desvío a la izquierda y llegamos hasta el pintoresco puente de piedra de la Espuzialla, por el que cruzamos el río. El tramo final de la ruta asciende suave hasta el encuentro con la carretera de Añisclo a Fanlo, junto a una cerrada curva que cruza el barranco Mallarguero, a unos 2,5 km del puente de San Úrbez.",,Aragón,Huesca
809,SP Gallisué a Vió y Buerba - Principal,,,"Iniciamos la ruta en el desvío a Gallisué de la carretera que une Fanlo y Puyarruego por Buerba. Un corto tramo de pista de tierra nos lleva enseguida al pequeño y aislado despoblado de Gallisué, formado por tres viviendas alineadas y en parte derruidas, con una capilla moderna dedicada a san Mamés. Desde allí seguimos en dirección norte y en muy suave ascenso por el camino de la Sardinera , rodeando el tozal de Bramapán (1.546 m de altitud) en paralelo al curso del río Bellós, que discurre a nuestra derecha, al fondo del cañón de Añisclo. Circulamos por un holgado camino de herradura, con algunos tramos entre muros y que discurre sin pérdida, entre los 1.000 y los 1.200 m de altitud, atravesando el bosque.  Pasamos por el paraje de As Trallatas y cuando llevamos recorridos 3,5 km el camino gira al oeste separándose del desfiladero para remontar el barranco Arpió por su vertiente derecha. Encontramos entonces a mano derecha el desvío del ramal que lleva al fondo del cañón de Añisclo.  Por el camino de la Sardinera, seguimos hacia el oeste rodeando ahora el tozal de Paco (1.344 m), y en el límite de la zona boscosa que venimos atravesando nos encontramos con la bifurcación del camino (km 5,1) que a la derecha lleva a Vió, abriéndose paso entre dos pequeñas lomas. Es un ramal de 1,4 km que asciende por un barranco directo hasta Vió.  Continuando por el camino principal, a 200 m del desvío a Vió nos encontramos de nuevo con la carretera que viene de Puyarruego, que  tomamos a la derecha para recorrer sobre asfalto un último tramo de 1,3 km que nos lleva hasta el caserío de Buerba.",,Aragón,Huesca
810,SA Faja Racón - Principal,,,"Una vez llegados al circo de Carriata por el camino señalizado del mismo nombre (SA 18), desestimamos la opción de continuar por él para cruzar el barranco y, en su lugar, giramos a la derecha para tomar el sendero (1.810 m de altitud) que se dirige hacia las murallas pétreas del Gallinero. Los primeros 400 m son de ascensión en fuerte pendiente y dirección sureste para bordear el primer farallón. Justo antes de girar bajo el vértice rocoso encontramos un monumental pino asegurando la senda. Un mirador natural nos ofrece la primera amplia panorámica del valle de Ordesa. Continuamos en paralelo al valle, sobre una faja o cornisa que supera los 2 kilómetros de longitud. Sorteamos barrancos y un pequeño circo hasta llegar a un abrigo natural. Desde allí el camino continúa más despejado de vegetación, para enfilar un último tramo en el que dibuja un suave descenso hasta su encuentro con el sendero de Cotatuero (3,12 km, 1.825 m de altitud), que seguimos para bajar al fondo del valle y enlazar con el sendero de Soaso (SIA 4).",,Aragón,Huesca
811,SA Brecha Rolando - Principal,,,"La leyenda cuenta que Rolando, sobrino de Carlomagno, abrió en la pared caliza de un solo tajo con su espada Durandal la Brecha que lleva su nombre. Partiremos en su busca siguiendo un marcado camino que sale desde la parte trasera del refugio de Góriz (2.195 m de altitud), cruza el barranco y va ganando altura por zona de pastizales, dejando a la izquierda la Punta Tobacor (2.779 m). Al encontrarnos con una bifurcación, seguimos por el camino de la derecha, para continuar ganando altura. Los mojones nos guían en la ruta y poco a poco ascendemos hasta alcanzar la Plana Millaris. Unas pedreras nos sitúan sobre el collado Millaris/collata Descargador (1 hora y 30 minutos, altitud 2.457 m). Recorremos la plana durante 1,5 km hasta un cruce de caminos que a la izquierda nos llevaría al collado del Descargador. Nosotros lo tomamos a la derecha, en dirección norte, rebasamos el morrón de la Espluca y afrontamos una corta bajada entre bloques de piedra. En ese punto (2.600 m de altitud), es frecuente que los neveros persistan hasta avanzado el mes de julio y que dificulten nuestra progresión. Seguiremos entonces la canal que desciende hacia el oeste para enlazar como itinerario alternativo con el sendero de Cotatuero (SA 17), por dura y pedregosa pendiente que asciende hasta la Brecha. Si la nieve no dificulta nuestro avance por la ruta normal, tras el tramo de bajada continuaremos por fuerte pendiente en dirección norte alcanzando la entrada de la gruta helada de Casteret o Espluca Negra (2 horas y 15 minutos, altitud 2.650 m), una auténtica maravilla de la naturaleza, cerrada al público para su preservación. Fue descubierta en 1926 por el francés Norbert Casteret y alberga en su interior un ibón helado y una cascada fósil. A partir de este punto, la senda continúa por grandes pedreras grises y discurre a los pies de las paredes de El Casco por una repisa equipada con cadena, el pasamanos de los Sarrios, que facilita nuestro progreso hasta la legendaria y espectacular Brecha de Rolando. Elegimos una de las opciones de regreso señaladas antes.",,Aragón,Huesca
812,SP Valle Pineta Umbría - Principal,,,"Para iniciar la ruta nos situamos en el aparcamiento de Bielsa, en el extremo sur de la población. Desde allí seguimos el curso del río Cinca hasta la cercana pasarela y el viejo puente, junto a los que encontraremos las señales del GR 19.1. Siguiendo el trazado de este sendero señalizado, nos adentramos en el bosque, por sombrío camino de acusado desnivel que pronto se ensancha y nos lleva hasta el mirador de Bielsa, acondicionada atalaya sobre el casco urbano. Seguimos por un denso bosque de pino silvestre hasta una bifurcación (0,5 km), que a derecha continúa como PR-HU 137, opción que tomamos para acercarnos al embalse de Pineta. La pendiente se suaviza y transitamos sobre la cubierta hormigonada de la banqueta del canal, tramos de senda y pista hasta llegar a la presa (1,5 km). Bordeamos el embalse y encontramos una bifurcación que tomamos a la derecha, pasando junto a un refugio de pescadores y siguiendo junto a la orilla del Cinca por senda que nos lleva a una pista forestal, muy llana, que discurre por pradera poblada de pinos y abetos.  Sobrepasamos un cruce de caminos que a la derecha lleva a un puente sobre el río y avanzamos en línea recta por terreno pedregoso, alejados del curso de agua que describe en esta zona un amplio meandro. Seguimos varios kilómetros hasta encontrar una estación de aforo (5,6 km) ubicada frente al camping de Pineta. Caminamos un kilómetro más hasta el barranco de la Fuen Blanca y el cruce de caminos que tomamos a derecha para dirigirnos a la palanca o pasarela del Pratet de la Rosca por la que cruzamos el Cinca. Continuamos ahora por la margen izquierda del río, aprovechando un carril cercano al cauce utilizado en invierno como pista de esquí de fondo, durante 2,7 km hasta salir a la carretera, por la que caminamos un breve trecho hasta el desvío a la izquierda que da entrada al refugio de Pineta, nuestro destino final.",,Aragón,Huesca
813,SP Mondoto - Principal,,,"Desde Nerín, ascendemos por la pista de las Cutas (SP 12), pasamos junto a las ruinas de la ermita románica de Santa María (siglo XIII), la antena de comunicaciones y los depósitos de agua, llegando hasta la barrera que restringe el paso, junto a una caseta de piedra. Justo antes encontramos a la derecha el inicio de nuestra ruta. Dejamos atrás la pista y nos encaminamos por el sendero, ascendiendo y llegando muy pronto a una bifurcación. A la izquierda nos llevaría hacia Cuello Arenas, seguimos a la derecha hacia el Mondoto, en dirección noreste. Ascendemos por pendiente suave hasta cruzar el barranco Ballatar, bajo el tozal d’Escuaín (1.899 m), a nuestra izquierda.  Continuamos subiendo otros 800 m en dirección noreste hasta llegar a un amplio collado abierto entre Punta Estiba (2.004 m) y el Mondoto. Es el lugar de encuentro con el sendero Casa dero Puerto-La Estiva (SA 31), que dejaremos a la izquierda (2,5 km desde el inicio de la ruta). Desde la pradera, iniciamos un último tramo, más empinado, caminando en ocasiones sobre terreno de lapiaz, hasta llegar a la cumbre y su panorámico mirador natural, frente a las paredes calizas de los Sestrales y a un paso de la profundidad del cañón de Añisclo.",,Aragón,Huesca
814,SIA Soaso - Principal,,,"Iniciamos la andada desde el fondo del aparcamiento de la Pradera de Ordesa, a 1.320 metros de altitud. Junto a la caseta de los guardas tomamos el camino de Soaso, estrecha pista señalizada como GR 11 que nos introduce en el bosque de pinos, hayas, abetos. Una imagen de la Virgen del Pilar nos marca el desvío a la izquierda que lleva al circo de Cotatuero, por un sendero autoguiado del Parque que finaliza en la brecha de Rolando. Seguimos por la pista y pronto llegamos al desvío del puente de Sarrieto, desde donde puede retornarse a la Pradera de Ordesa por sendero bien señalizado en la margen izquierda del río Arazas.  Continuamos por la margen derecha hasta el mirador de Arripas, junto a la cascada del mismo nombre. Enseguida llegamos al cruce de caminos de la pasarela de Arripas que, por la otra orilla del río, nos da la opción de regresar a la pradera de Ordesa (1 hora) siguiendo una variante del sendero de Soaso. Avanzamos hacia la cabecera del valle por nuestra ruta por el tramo más apretado, encontrándonos con las cascadas de la Cueva y las del Estrecho, espectaculares. Atravesamos el Bosque de las Hayas, donde encontraremos el desvío al sendero autoguiado de la Faja Canarellos, que lleva hasta la parte alta del circo de Cotatuero. El bosque da paso luego a una zona de pastizales y masas de pino negro. Al otro lado del Arazas, frente a nosotros, las paredes verticales de la sierra de las Cutas y de la Custodia atravesadas por la Faja de Pelay.  Llegamos a las Gradas de Soaso, segmento escalonado del río que discurre formando bellos saltos de agua. Lo superamos por sendero protegido por pretil para acceder al fondo llano del circo glaciar de Soaso, al amparo del macizo de Monte Perdido o de las Tres Sorores. Un cómodo tramo de camino enlosado nos recibe como una alfombra roja que precede a la estrella final del recorrido. Pasamos junto a una cabaña de madera y luego el itinerario recupera su suelo natural, se bifurca en estrechas sendas que discurren en paralelo hacia el fondo del valle y de la cascada de la Cola de Caballo. Una última pasarela da continuidad al sendero GR 11 que asciende hasta el refugio de montaña de Góriz (2.195 m) en un tramo que coincide con otro de los senderos autoguiados del Parque (Camino Soaso-Góriz, SA 24).",,Aragón,Huesca
815,SA Añisclo - Principal,,,"Accedemos en vehículo hasta el aparcamiento de la Ereta de Biés o de San Úrbez, junto a la carretera del cañón (entre Escalona y Sarvisé). Caminamos en dirección a los puentes de San Úrbez, suspendidos a más de 40 metros sobre las aguas del río Bellós. Cruzamos sobre el cañón y llegamos enseguida al enlace con el GR 15 y su desvío a la derecha hacia Bestué. Nosotros seguimos por el camino amplio paralelo al desfiladero que pronto nos sitúa a las puertas del santuario rupestre de San Úrbez (960 m de altitud). El itinerario continúa en paralelo al cañón por su margen izquierda hasta el puente de Sangons, que nos lleva al otro lado del Bellós. Iniciamos un suave ascenso, dejando a la izquierda el desvío del GR 15 hacia Sercué. Rodeamos la base de las paredes del pico Mondoto, atravesando un bosque de quejigos, hayas y denso matorral de boj. Llegamos a la zona de Cumaz, donde el cañón se ensancha y el río se descuelga formando una cascada. El camino se separa en un tramo del cauce, gana pendiente, pasa junto a la fuente Cumaz y a un monumental tejo. Continuamos ascendiendo por el cañón hasta llegar a una zona más llana, la Selva Plana, que nos conduce a la Ripareta (3 horas y 10 minutos, altitud 1.400 m), espacio más amplio y luminoso en el que se abre a la izquierda el barranco de la Pardina. Otro sendero del Parque lo remonta hasta Cuello Arenas (SA 3). Hacia el norte resulta visible la Punta de las Olas (3.022 m), una de las cumbres del Monte Perdido. Continuamos remontando el Bellós por un frondoso hayedo hacia el barranco de Capradiza. El bosque pierde densidad conforme ganamos altura hasta desaparecer poco antes de la pasarela de Los Estrechos, que nos lleva a la orilla izquierda del Bellós. Dejamos a la derecha el camino Superior de Añisclo, otro sendero señalizado del Parque que lleva hasta el refugio de Plana Canal (SA 5). Llegamos a un paso expuesto, equipado con dos tramos consecutivos de cadenas para asegurar el tránsito y, poco después, el cañón vuelve a abrirse en una zona de pradera para recibir a la izquierda al barranco de Arrablo. Enfrente nos queda ya el circo de Añisclo y el collado, nuestro destino final. Seguimos por zona de pradera y pino negro hasta situarnos enfrente del afloramiento de aguas subterráneas que forman la cascada de la Fuen Blanca, sumando 4 horas de travesía. Avanzamos, sin abandonar la margen izquierda por la que venimos, hacia la cabecera del circo. Progresamos entre pedreras y suelo de pradera hasta un último tramo de gradas que da acceso al plano perfil del collado de Añisclo (2.453 m), tendido entre la Punta dera Balle (2.501 m) y el Zucón (2.802 m). Nos acercamos a las 6 horas y 30 minutos de camino desde que rebasamos el santuario de San Úrbez. En el collado nuestra ruta se bifurca en dos nuevos senderos que siguen el trazado del GR 11. Hacia el este continúa como camino la expuesta y peligrosa Faja de las Olas (SA 8), que lleva hasta el Collado de Arrablo y luego, por el camino de Arrablo (SA 2), hasta el refugio de Góriz. Hacia el noroeste sigue como camino del Collado de Añisclo (SA 26) hacia el refugio de Pineta.",,Aragón,Huesca
816,SA Superior de Añisclo - Principal,,,"Desde la barrera del collado de Plana Canal, nos encaminamos por la pista de origen ganadero que atraviesa prados de montaña, zonas de pasto estival, dejando a la derecha varios barrancos, con el cañón de Añisclo siempre a nuestra izquierda. Es un itinerario cómodo y llano que enseguida nos lleva al refugio de Plana Canal. Cruzamos varios barrancos, pasamos junto a una fuente abrevadero y seguimos bordeando el cañón hasta el refugio de San Vicenda, donde la ruta enlaza con el Camino de la Valle (SA 10) que lleva hasta Escuaín por Cuello Viceto. Afrontamos el último tramo de pista hasta llegar a la senda del Grau de Foradiello, que a la izquierda dibuja una fuerte pendiente hacia el fondo del cañón de Añisclo, enlazando en la zona de los Estrechos con el camino que lo recorre desde San Úrbez hasta el collado de Añisclo.",,Aragón,Huesca
817,SIA O Castiello - Principal,,,"Junto al aparcamiento encontraremos el panel de inicio de la ruta y el Punto de Información del Parque Nacional, que merece una visita para acercarse a la vida y costumbres del ave más emblemática del parque, el quebrantahuesos, y de otras hermanas rapaces que habitan en la zona como el águila real, el buitre leonado o el alimoche. Tomamos la calle a la izquierda para seguir el sendero que nos conduce hasta los miradores de O Castiello, atalayas naturales sobre la vertical garganta del río Yaga. Realizaremos el recorrido siguiendo una bonita y angosta senda, con algunos tramos empedrados y cerrados por muretes de mampostería que hacen de lindes. El primer mirador nos ofrece una espectacular vista de la garganta, abierta en la roca como una brusca grieta que esconde en sus entrañas interminables cuevas y una de las simas con mayor desnivel del mundo. La senda bordea el «castillo» rocoso y nos lleva hasta otros dos miradores. En otoño las vistas se tiñen de una variada paleta de colores, reflejo de la diversidad vegetal que ha colonizado el desfiladero. Retornamos al pueblo pasando junto a la central fotovoltaica y encontrándonos de nuevo con el punto de información del Parque Nacional",,Aragón,Huesca
1086,GR-113. Etapa 01. Albarracín-Villar del Cobo,,"32,01",,,Aragón,Teruel
1141,GR-234. Etapa 01. Zaragoza-Zuera,,"27,3",,,Aragón,Zaragoza
1144,GR-234. Etapa 03. Almudévar-Huesca,,"18,1",,,Aragón,Huesca
1148,GR-234. Etapa 02. Zuera-Almudévar,,"30,65",,,Aragón,Zaragoza
1218,GR-99. Etapa 27. El Burgo de Ebro-Pina de Ebro,,"30,28",,,Aragón,Zaragoza
1219,GR-16. Etapa 03. Yebra de Basa-GR-1. Nocito,,"27,29",,,Aragón,Huesca
1234,GR-18. Etapa 05. Cajigar-Bonansa,,"26,5",,,Aragón,Huesca
1236,GR-45. Etapa 04. Barbastro-Estadilla,,"26,8",,,Aragón,Huesca
1249,GR-99. Etapa 34. Mas de la Punta-Vall de Freixes,,"23,66",,,Aragón,Zaragoza
1251,GR-99. Etapa 31. Escatrón-Chiprana,,"31,6",,,Aragón,"Teruel, Zaragoza"
1256,GR-99. Etapa 35. Vall de Freixes-Mequinenza,,"22,48",,,Aragón,"Huesca, Zaragoza"
1258,GR-15. Etapa 08. Broto-Biescas,,"25,55",,,Aragón,Huesca
1264,GR-11. Etapa 14. San Nicolás de Bujaruelo-Refugio de Góriz,,"23,23",,,Aragón,Huesca
1270,GR-262. Etapa 06. Alcaine-Oliete,,"11,14",,,Aragón,Teruel
1271,GR-11. Etapa 10B. Refugio de Lizara-Candanchú,,"16,65",,,Aragón,Huesca
1277,GR-1.1. Etapa 01. Mesón de Ligüerre-Colungo,,"28,06",,,Aragón,Huesca
1278,GR-99. Etapa 23. Gallur-Alagón,,"32,2",,,Aragón,Zaragoza
1283,GR-262. Etapa 09. Albalate del Arzobispo-Samper de Calanda,,"24,46",,,Aragón,Teruel
1288,GR-11.1. Etapa 02. Oza-Refugio de Lizara,,"19,33",,,Aragón,Huesca
1289,GR-260. Etapa 05. Talamantes-Calcena,,"18,99",,,Aragón,Zaragoza
1297,GR-99. Etapa 22B. Límite con Navarra (Novillas)-Gallur,,"15,33",,,Aragón,Zaragoza
1310,GR-8. Etapa 15. Valbona-La Puebla de Valverde,,"14,59",,,Aragón,Teruel
1311,GR-23. Etapa 02. Peralta de la Sal-Baldellou,,"25,87",,,Aragón,Huesca
1317,GR-95. Etapa 02. Sarsamarcuello-La Peña Estación,,"13,36",,,Aragón,Huesca
1320,GR-261. Etapa 04. Velilla de Cinca-Ballobar,,"11,2",,,Aragón,Huesca
1323,GR-1. Etapa 40. Murillo de Gállego-Biel,,"23,97",,,Aragón,"Huesca, Zaragoza"
1336,GR-90.3. Etapa 03. Cerveruela-Daroca,,"24,6",,,Aragón,"Teruel, Zaragoza"
1345,GR-65.3. Etapa 02. Jaca-Arrés,,"24,88",,,Aragón,Huesca
1350,GR-99. Etapa 24. Alagón-Utebo,,"18,51",,,Aragón,Zaragoza
1351,GR-8.1. Etapa 05. Ejulve-Villarluengo,,"21,15",,,Aragón,Teruel
