,ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
833,2360,GR-8. Etapa 07. Bordón-Tronchón,,GR-8. Etapa 07. Bordón-Tronchón ,"13,91",,,GRXX0008_00E007_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
834,2369,GR-65.3. Etapa 05A. Undués de Lerda-Límite con Navarra,,GR-65.3. Etapa 05A. Undués de Lerda-Límite con Navarra ,"3,12",,,GRXX0065_03E005_A,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
835,2371,GR-10. Etapa 18A Orihuela del Tremedal-Límite Castilla La Mancha,,GR-10. Etapa 18A Orihuela del Tremedal-Límite Castilla La Mancha ,"4,45",,,GRXX0010_00E018_A,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
836,2383,GR-211. Etapa 07. Unha-Vielha,,GR-211. Etapa 07. Unha-Vielha ,"9,86",,,GRXX0211_00E007_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
837,2403,GR-160. Etapa 38B. Límite con Castilla-La Mancha-Bronchales,,GR-160. Etapa 38B. Límite con Castilla-La Mancha-Bronchales ,"12,34",,,GRXX0160_00E038_B,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
838,2446,GR-24. Etapa 01. Límite de Aragón-Calmarza-Jaraba,,GR-24. Etapa 01. Límite de Aragón-Calmarza-Jaraba ,"10,26",,,GRXX0024_00E001_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
839,2453,GR-10.1. Etapa 05. Guadalaviar-Griegos,,GR-10.1. Etapa 05. Guadalaviar-Griegos ,"5,0",,,GRXX0010_01E005_0,,"Aragón, Castilla-La Mancha","Cuenca, Guadalajara, Teruel"
840,2460,GR-10. Etapa 17. Bronchales-Orihuela del Tremedal,,GR-10. Etapa 17. Bronchales-Orihuela del Tremedal ,"9,91",,,GRXX0010_00E017_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
841,2462,GR-10.1. Etapa 03. Toril-El Vallecillo,,GR-10.1. Etapa 03. Toril-El Vallecillo ,"8,52",,,GRXX0010_01E003_0,,"Aragón, Castilla-La Mancha","Cuenca, Teruel"
842,2479,GR-10.1. Etapa 02. Jabaloyas-Toril,,GR-10.1. Etapa 02. Jabaloyas-Toril ,"7,88",,,GRXX0010_01E002_0,,"Aragón, Castilla-La Mancha","Cuenca, Teruel"
843,2482,GR-8. Etapa 03. Fuentespalda-Peñarroya de Tastavins,,GR-8. Etapa 03. Fuentespalda-Peñarroya de Tastavins ,"7,33",,,GRXX0008_00E003_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
844,2487,GR-8. Etapa 08. Tronchón-Mirambel,,GR-8. Etapa 08. Tronchón-Mirambel ,"7,69",,,GRXX0008_00E008_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
845,2501,GR-8.2. Etapa 01. Cantavieja-La Iglesuela del Cid,,GR-8.2. Etapa 01. Cantavieja-La Iglesuela del Cid ,"10,28",,,GRXX0008_02E001_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
846,2526,GR-8.2. Etapa 03. La Cuba-Mirambel,,GR-8.2. Etapa 03. La Cuba-Mirambel ,"5,03",,,GRXX0008_02E003_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
847,2536,GR-90. Etapa 01. Tarazona-Santuario del Moncayo,,GR-90. Etapa 01. Tarazona-Santuario del Moncayo ,"19,66",,,GRXX0090_00E001_0,,"Aragón, Castilla y León","Soria, Zaragoza"
848,2537,GR-90. Etapa 02. Santuario del Moncayo-Purujosa,,GR-90. Etapa 02. Santuario del Moncayo-Purujosa ,"21,77",,,GRXX0090_00E002_0,,"Aragón, Castilla y León","Soria, Zaragoza"
849,2538,GR-90. Etapa 03. Purujosa-Calcena,,GR-90. Etapa 03. Purujosa-Calcena ,"8,84",,,GRXX0090_00E003_0,,"Aragón, Castilla y León","Soria, Zaragoza"
850,2544,GR-90.1. Etapa 01. Collado de la Estaca-Talamantes,,GR-90.1. Etapa 01. Collado de la Estaca-Talamantes ,"6,85",,,GRXX0090_01E001_0,,"Aragón, Castilla y León","Soria, Zaragoza"
851,2545,GR-90.1. Etapa 02. Talamantes-Calcena,,GR-90.1. Etapa 02. Talamantes-Calcena ,"12,4",,,GRXX0090_01E002_0,,"Aragón, Castilla y León","Soria, Zaragoza"
852,2568,PR-Z 157. Ruta del Bajo Matarraña,,PR-Z 157. Ruta del Bajo Matarraña ,"42,24",,,PRXZ0157_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel, Zaragoza"
853,2624,PR-CV 408. Sender de la Rambla Sellumbres,,PR-CV 408. Sender de la Rambla Sellumbres ,"16,62",,,PRCV0408_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
854,2658,PR-CV 308. Castellfort-Cinctorres (Mas d'En Costa),,PR-CV 308. Castellfort-Cinctorres (Mas d'En Costa) ,"8,41",,,PRCV0308_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
855,2659,PR-CV 322. Mola de la Vila,,PR-CV 322. Mola de la Vila ,"6,02",,,PRCV0322_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
856,2667,PR-GU 011. Camino de Labros y Santa Catalina,,PR-GU 011. Camino de Labros y Santa Catalina ,"26,97",,,PRGU0011_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
857,2680,PR-CV 332. Portell de Morella-Castellfort (por PR-CV-309 ),,PR-CV 332. Portell de Morella-Castellfort (por PR-CV-309 ) ,"10,85",,,PRCV0332_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
858,2877,PR-HU 116. Ermita de las Mártires,,PR-HU 116. Ermita de las Mártires ,"12,79",,,PRHU0116_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
859,2924,PR-SO 079. Sendero del Hayedo del Moncayo,,PR-SO 079. Sendero del Hayedo del Moncayo ,"10,04",,,PRSO0079_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
860,2963,PR-HU 104. Ruta de la Noguera Ribagorzana,,PR-HU 104. Ruta de la Noguera Ribagorzana ,"6,07",,,PRHU0104_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
861,3112,PR-GU 012. Cometa de Fuentelsaz,,PR-GU 012. Cometa de Fuentelsaz ,"13,94",,,PRGU0012_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
862,3170,PR-TE 089. Luco de Bordón-Torremocha,,PR-TE 089. Luco de Bordón-Torremocha ,"4,27",,,PRTE0089_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
863,3172,PR-TE 074. Vuelta a las ermitas de Tronchón,,PR-TE 074. Vuelta a las ermitas de Tronchón ,"4,08",,,PRTE0074_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
864,3298,PR-TE 005.A. Albarracín-Tormón,,PR-TE 005.A. Albarracín-Tormón ,"33,8",,,PRTE0005_00E000_A,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
865,3301,PR-TE 003. Bronchales-Masegoso,,PR-TE 003. Bronchales-Masegoso ,"39,96",,,PRTE0003_00E000_0,,"Aragón, Castilla-La Mancha","Cuenca, Teruel"
866,3319,PR-Z 078. Purujosa-Mirador del Cabezo,,PR-Z 078. Purujosa-Mirador del Cabezo ,"2,67",,,PRXZ0078_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
867,3379,PR-CV 323. Río Arcos-Peña Blanca-Losilla de Aras,,PR-CV 323. Río Arcos-Peña Blanca-Losilla de Aras ,"20,97",,,PRCV0323_00E000_0,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
868,3413,PR-TE 090. La Cuba-La Cuba,,PR-TE 090. La Cuba-La Cuba ,"6,42",,,PRTE0090_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
869,3441,PR-TE 006.A. Teruel-Rubiales,,PR-TE 006.A. Teruel-Rubiales ,"19,05",,,PRTE0006_00E000_A,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
870,3454,PR-TE 167. Arens de Lledó-Castillo de Almudéfar,,PR-TE 167. Arens de Lledó-Castillo de Almudéfar ,"6,62",,,PRTE0167_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel, Zaragoza"
871,3455,PR-TE 132. Berrocal,,PR-TE 132. Berrocal ,"10,52",,,PRTE0132_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
872,3468,PR-NA 203. Larreria-Zemeto,,PR-NA 203. Larreria-Zemeto ,"11,87",,,PRNA0203_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
873,3484,PR-Z 115.B. Circular por Uncastillo,,PR-Z 115.B. Circular por Uncastillo ,"6,73",,,PRXZ0115_00E000_B,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
874,3488,PR-TE 131. Sierra Alta,,PR-TE 131. Sierra Alta ,"8,66",,,PRTE0131_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
875,3498,PR-TE 170.A. Monroyo-Fuente de la Manzana,,PR-TE 170.A. Monroyo-Fuente de la Manzana ,"6,92",,,PRTE0170_00E000_A,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
876,3501,PR-Z 160. Ermita del Pilar,,PR-Z 160. Ermita del Pilar ,"5,52",,,PRXZ0160_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Zaragoza"
877,3505,PR-Z 077. Purujosa-Barranco de la Virgen,,PR-Z 077. Purujosa-Barranco de la Virgen ,"4,69",,,PRXZ0077_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
878,3506,PR-TE 130. Fuente del Canto,,PR-TE 130. Fuente del Canto ,"10,52",,,PRTE0130_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
879,3510,PR-Z 106. Uncastillo-Castiliscar,,PR-Z 106. Uncastillo-Castiliscar ,"18,82",,,PRXZ0106_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
880,3521,PR-TE 024. Nogueruelas-Nogueruelas,,PR-TE 024. Nogueruelas-Nogueruelas ,"20,3",,,PRTE0024_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
881,3534,PR-TE 166. Calaceite-Ermita de San Pol de Arenys,,PR-TE 166. Calaceite-Ermita de San Pol de Arenys ,"5,85",,,PRTE0166_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel, Zaragoza"
882,3536,PR-HU 205. Chiriveta-Litera,,PR-HU 205. Chiriveta-Litera ,"5,8",,,PRHU0205_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
883,3539,PR-TE 052. Ojos Negros-Ojos Negros,,PR-TE 052. Ojos Negros-Ojos Negros ,"15,11",,,PRTE0052_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
884,3541,PR-TE 155. Ruta de San Miguel de Espinalvà,,PR-TE 155. Ruta de San Miguel de Espinalvà ,"16,05",,,PRTE0155_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
885,3555,PR-TE 072. La Iglesuela del Cid-Casas de San Juan,,PR-TE 072. La Iglesuela del Cid-Casas de San Juan ,"5,59",,,PRTE0072_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
886,3564,PR-TE 022. Nogueruelas-Nogueruelas,,PR-TE 022. Nogueruelas-Nogueruelas ,"13,63",,,PRTE0022_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
887,3568,PR-TE 168.A. Cretas-Lledó,,PR-TE 168.A. Cretas-Lledó ,"7,1",,,PRTE0168_00E000_A,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
888,3572,PR-TE 086. Mirambel-Mirambel,,PR-TE 086. Mirambel-Mirambel ,"7,96",,,PRTE0086_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
889,3573,PR-TE 077. Pino de los Lores,,PR-TE 077. Pino de los Lores ,"5,15",,,PRTE0077_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
890,3575,PR-Z 006. Vuelta por la plana de Calcena,,PR-Z 006. Vuelta por la plana de Calcena ,"6,79",,,PRXZ0006_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
891,3579,PR-Z 112. Sos del Rey Católico-Sofuentes,,PR-Z 112. Sos del Rey Católico-Sofuentes ,"14,0",,,PRXZ0112_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
892,3586,PR-Z 115.A. Circular por Uncastillo,,PR-Z 115.A. Circular por Uncastillo ,"4,88",,,PRXZ0115_00E000_A,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
893,3590,PR-Z 076. Pomer-Pomer,,PR-Z 076. Pomer-Pomer ,"7,4",,,PRXZ0076_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
894,3594,PR-HU 204. Casas de Hostalet-Mas de Quintillá,,PR-HU 204. Casas de Hostalet-Mas de Quintillá ,"6,89",,,PRHU0204_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
895,3595,PR-TE 50.A. Castellote-Jaganta,,PR-TE 50.A. Castellote-Jaganta ,"5,55",,,PRTE0050_00E000_A,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
896,3603,PR-HU 206. Chiriveta-El Mas,,PR-HU 206. Chiriveta-El Mas ,"4,97",,,PRHU0206_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
897,3609,PR-HU 200. Camino L'Estall-Cumbre del Montsec,,PR-HU 200. Camino L'Estall-Cumbre del Montsec ,"4,22",,,PRHU0200_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
898,3613,PR-HU 203. Tolva-Mas de Quintillá,,PR-HU 203. Tolva-Mas de Quintillá ,"4,94",,,PRHU0203_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
899,3618,PR-TE 021. Fuentes de Rubielos-Fuentes de Rubielos,,PR-TE 021. Fuentes de Rubielos-Fuentes de Rubielos ,"7,86",,,PRTE0021_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
900,3630,PR-TE 070. Ruta de la piedra seca,,PR-TE 070. Ruta de la piedra seca ,"8,83",,,PRTE0070_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
901,3647,PR-TE 025. Puertomingalvo-Río Linares,,PR-TE 025. Puertomingalvo-Río Linares ,"4,44",,,PRTE0025_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
902,3650,PR-TE 171. Torre de Arcas-Mirador de Monegrell,,PR-TE 171. Torre de Arcas-Mirador de Monegrell ,"8,17",,,PRTE0171_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
903,3655,PR-TE 006. Rubiales-El Campillo,,PR-TE 006. Rubiales-El Campillo ,"5,96",,,PRTE0006_00E000_0,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
904,3665,PR-TE 054. Paramera de Blancas,,PR-TE 054. Paramera de Blancas ,"11,31",,,PRTE0054_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
905,3701,PR-TE 071. Vuelta Lomo del Pinar,,PR-TE 071. Vuelta Lomo del Pinar ,"3,41",,,PRTE0071_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
906,3744,PR-TE 007. Arcos de Salinas-Mora de Rubielos,,PR-TE 007. Arcos de Salinas-Mora de Rubielos ,"79,4",,,PRTE0007_00E000_0,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
907,3783,PR-HU 215. Santorens-Torre de Buira,,PR-HU 215. Santorens-Torre de Buira ,"10,43",,,PRHU0215_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
908,3796,PR-TE 150. Ascensión a la Mola de Limo,,PR-TE 150. Ascensión a la Mola de Limo ,"2,37",,,PRTE0150_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
909,3804,PR-TE 168.B. Lledó-Ermita de Santa Rosa de Viterbo,,PR-TE 168.B. Lledó-Ermita de Santa Rosa de Viterbo ,"2,42",,,PRTE0168_00E000_B,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
910,3810,PR-HU 201. L'Estall-Fet,,PR-HU 201. L'Estall-Fet ,"9,57",,,PRHU0201_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
911,3817,PR-TE 170.B. Monroyo-Torre de Arcas,,PR-TE 170.B. Monroyo-Torre de Arcas ,"10,29",,,PRTE0170_00E000_B,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
912,3857,PR-Z 113. Undués de Lerda-Camino de Salinas,,PR-Z 113. Undués de Lerda-Camino de Salinas ,"1,51",,,PRXZ0113_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
913,3861,PR-TE 154. Fuente de Cabrera,,PR-TE 154. Fuente de Cabrera ,"1,22",,,PRTE0154_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
914,3864,PR-Z 156. Nonaspe-Pinyeres,,PR-Z 156. Nonaspe-Pinyeres ,"13,09",,,PRXZ0156_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel, Zaragoza"
915,3869,PR-TE 200. Mas d'en Jerra-Túmulo de Pedrafita I,,PR-TE 200. Mas d'en Jerra-Túmulo de Pedrafita I ,"1,67",,,PRTE0200_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
916,3875,PR-TE 069. Fuente Faldrija,,PR-TE 069. Fuente Faldrija ,"1,85",,,PRTE0069_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
917,3877,PR-Z 017. Vuelta a Pomer por el pinar,,PR-Z 017. Vuelta a Pomer por el pinar ,"11,74",,,PRXZ0017_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
918,3882,PR-TE 011.A. Monroyo-Ermita de Santa Bárbara,,PR-TE 011.A. Monroyo-Ermita de Santa Bárbara ,"1,57",,,PRTE0011_00E000_A,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
919,3894,PR-TE 030. Linares de Mora-Olba,,PR-TE 030. Linares de Mora-Olba ,"29,75",,,PRTE0030_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
920,3921,PR-TE 153. Moletes de Arany,,PR-TE 153. Moletes de Arany ,"20,1",,,PRTE0153_00E000_0,,"Aragón, Cataluña/Catalunya, Comunitat Valenciana","Castelló/Castellón, Tarragona, Teruel"
921,3929,PR-Z 003. Monasterio de Veruela-Collado del Campo,,PR-Z 003. Monasterio de Veruela-Collado del Campo ,"22,94",,,PRXZ0003_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
922,3944,PR-TE 023. Nogueruelas-Nogueruelas,,PR-TE 023. Nogueruelas-Nogueruelas ,"24,78",,,PRTE0023_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
923,3954,PR-Z 021. Torralba de los Frailes-Bello,,PR-Z 021. Torralba de los Frailes-Bello ,"26,57",,,PRXZ0021_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel, Zaragoza"
924,3986,PR-TE 005.B. Tormón-Tormón,,PR-TE 005.B. Tormón-Tormón ,"29,77",,,PRTE0005_00E000_B,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
925,3990,PR-HU 250. Ruta de los Aljibes y los Silos de Albelda,,PR-HU 250. Ruta de los Aljibes y los Silos de Albelda ,"10,25",,,PRHU0250_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
926,3997,PR-CU 011. Sendero del Agua,,PR-CU 011. Sendero del Agua ,"18,35",,,PRCU0011_00E000_0,,"Aragón, Castilla-La Mancha, Comunitat Valenciana","Cuenca, Teruel, València/Valencia"
927,4019,PR-TE 076. Pinturas rupestres Barranco de Gisbert,,PR-TE 076. Pinturas rupestres Barranco de Gisbert ,"0,52",,,PRTE0076_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
928,4030,PR-TE 031. Castelvispal-Comunidad Valenciana,,PR-TE 031. Castelvispal-Comunidad Valenciana ,"12,46",,,PRTE0031_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
929,4042,PR-TE 046. Ríodeva-Cascante del Río,,PR-TE 046. Ríodeva-Cascante del Río ,"13,12",,,PRTE0046_00E000_0,,"Aragón, Comunitat Valenciana","Teruel, València/Valencia"
930,4053,PR-TE 151. Ascensión a Peña Galera,,PR-TE 151. Ascensión a Peña Galera ,"19,0",,,PRTE0151_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel"
931,4063,PR-HU 224. Zaidín-Belver de Cinca,,PR-HU 224. Zaidín-Belver de Cinca ,"16,97",,,PRHU0224_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
932,4069,PR-Z 155. Vall de María-Roquizal del Rullo,,PR-Z 155. Vall de María-Roquizal del Rullo ,"23,06",,,PRXZ0155_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Teruel, Zaragoza"
933,4099,PR-HU 223. Fraga-Zaidín,,PR-HU 223. Fraga-Zaidín ,"20,01",,,PRHU0223_00E000_0,,"Aragón, Cataluña/Catalunya","Huesca, Lleida"
934,4127,PR-Z 091. Ruta por el río Henar,,PR-Z 091. Ruta por el río Henar ,"45,96",,,PRXZ0091_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
935,4143,PR-TE 083. Virgen de la Estrella,,PR-TE 083. Virgen de la Estrella ,"16,37",,,PRTE0083_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
936,4174,PR-Z 061. Cubel-Laguna de La Zaida,,PR-Z 061. Cubel-Laguna de La Zaida ,"16,8",,,PRXZ0061_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel, Zaragoza"
937,4176,PR-Z 161. Ermita de San Jorge,,PR-Z 161. Ermita de San Jorge ,"15,75",,,PRXZ0161_00E000_0,,"Aragón, Cataluña/Catalunya","Tarragona, Zaragoza"
938,4177,PR-TE 157. Vuelta a la Peñas de Masmut,,PR-TE 157. Vuelta a la Peñas de Masmut ,"10,98",,,PRTE0157_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
939,4194,SL-Z-042. Sendero de los Miradores y la Pedriza,,SL-Z-042. Sendero de los Miradores y la Pedriza ,"6,52",,,SLXZ0042_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
940,4199,SL-Z-030. Ruta de las Bodegas de Torrehermosa,,SL-Z-030. Ruta de las Bodegas de Torrehermosa ,"0,59",,,SLXZ0030_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
941,4203,SL-Z-003. Cueva de la Cabrera de Berdejo,,SL-Z-003. Cueva de la Cabrera de Berdejo ,"0,28",,,SLXZ0003_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
942,4206,SL-NA-078. Foz de Burgui,,SL-NA-078. Foz de Burgui ,"1,17",,,SLNA0078_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
943,4240,SL-TE-043. Camino de los Griegos,,SL-TE-043. Camino de los Griegos ,"5,28",,,SLTE0043_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
944,4257,SL-NA-080. Arrako,,SL-NA-080. Arrako ,"5,45",,,SLNA0080_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
945,4262,SL-NA-073. Murmullos del Eska,,SL-NA-073. Murmullos del Eska ,"3,46",,,SLNA0073_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
946,4283,SL-NA-074. Ermita de Zuberoa,,SL-NA-074. Ermita de Zuberoa ,"6,05",,,SLNA0074_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra, Zaragoza"
947,4293,SL-TE-014. Senderos del entorno Ojos del Cabriel y Molino,,SL-TE-014. Senderos del entorno Ojos del Cabriel y Molino ,"10,07",,,SLTE0014_00E000_0,,"Aragón, Castilla-La Mancha","Cuenca, Teruel"
948,4308,SL-NA-081. Mata de Haya-Dronda,,SL-NA-081. Mata de Haya-Dronda ,"4,49",,,SLNA0081_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
949,4309,SL-NA-079. Artikomendia,,SL-NA-079. Artikomendia ,"5,29",,,SLNA0079_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
950,4354,SL-NA-082. Zemeto,,SL-NA-082. Zemeto ,"4,05",,,SLNA0082_00E000_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
951,4355,SL-NA-072. Cueva de Azanzorea,,SL-NA-072. Cueva de Azanzorea ,"1,17",,,SLNA0072_00E000_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
952,4372,SL-Z-058. Sisamón-Torre del Moro,,SL-Z-058. Sisamón-Torre del Moro ,"4,97",,,SLXZ0058_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
953,4392,SL-Z-023. Alto de la Cucuta de Malanquilla,,SL-Z-023. Alto de la Cucuta de Malanquilla ,"2,77",,,SLXZ0023_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
954,4397,SL-TE-045. Mirador de la Portera,,SL-TE-045. Mirador de la Portera ,"7,16",,,SLTE0045_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
955,4403,SL-Z-011. Los Villarejos-Calmarza,,SL-Z-011. Los Villarejos-Calmarza ,"2,52",,,SLXZ0011_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
956,4408,SL-Z-014. Ruta del Recuenco de Cimballa,,SL-Z-014. Ruta del Recuenco de Cimballa ,"1,53",,,SLXZ0014_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
957,4417,SL-Z-062. Torrelapaja-Lavadero,,SL-Z-062. Torrelapaja-Lavadero ,"0,82",,,SLXZ0062_00E000_0,,"Aragón, Castilla y León","Soria, Zaragoza"
958,4418,SL-Z-043. Hoces del río Mesa,,SL-Z-043. Hoces del río Mesa ,"0,95",,,SLXZ0043_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Zaragoza"
959,4422,SL-TE-044. Ruta Histórica,,SL-TE-044. Ruta Histórica ,"2,29",,,SLTE0044_00E000_0,,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
960,4433,SL-CV-033. Cinctorres-Els Bassis-Cinctorres,,SL-CV-033. Cinctorres-Els Bassis-Cinctorres ,"8,53",,,SLCV0033_00E000_0,,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
961,4518,VV de Ojos Negros (Teruel),,VV de Ojos Negros (Teruel) ,"108,61",,,VVOJN2_083,Ojos Negros Greenway - Teruel section,"Aragón, Comunitat Valenciana","Castelló/Castellón, Teruel"
962,4528,VV FC. Santander - Mediterráneo - Campo Daroca - Jiloca,,VV FC. Santander - Mediterráneo - Campo Daroca - Jiloca ,"69,76",,,VVDARO_112,FC Santander - Mediterráneo - Campo Daroca - Jiloca Greenway,"Aragón, Castilla-La Mancha","Guadalajara, Teruel"
